time,close,ema_5,ema_20,rsi_14,atr,target
2021-02-25 23:00:00,1.21774,1.2184513849349168,1.2202767122300837,38.056165397478175,0.002303571428571405,1
2021-02-26 00:00:00,1.21819,1.2183640571965668,1.2200209897123984,40.29729704128769,0.0022347448979591544,0
2021-02-26 01:00:00,1.21579,1.2175047298577275,1.2195162739333505,33.36411898634647,0.002257977405247795,0
2021-02-26 02:00:00,1.21576,1.216922562362214,1.2190787114303578,33.287024005890856,0.002308121876301529,1
2021-02-26 03:00:00,1.21639,1.2167449213759038,1.2187720248186678,36.60015505986206,0.002243970313708556,1
2021-02-26 04:00:00,1.21725,1.216913356897352,1.2186016238134296,40.913916181873006,0.0022308295770150843,0
2021-02-26 05:00:00,1.21597,1.2165988100049694,1.2183118404699969,36.89063631136877,0.0021864846072283005,0
2021-02-26 06:00:00,1.21551,1.2162358005584166,1.2180078364641787,35.53813897036814,0.002145307135283414,0
2021-02-26 07:00:00,1.21539,1.2159538293514673,1.2177275152019333,35.17583525304197,0.0020663566256203083,1
2021-02-26 08:00:00,1.21548,1.2157958721595696,1.2174896653106795,35.70525427158711,0.002007331152361708,0
2021-02-26 09:00:00,1.21349,1.215027202444945,1.2170708244500656,29.892072688772217,0.0020510932129073054,1
2021-02-26 10:00:00,1.21496,1.2150048007428083,1.2168518570763647,37.93112040534252,0.0020910151262710694,0
2021-02-26 11:00:00,1.21253,1.2141798453818804,1.2164073047158999,31.500799125014936,0.0021423711886802773,0
2021-02-26 12:00:00,1.2114,1.2132532139449974,1.2158961429895592,29.03574307127333,0.0021007732466316867,0
2021-02-26 13:00:00,1.2107,1.212402132643441,1.2153693102756153,27.595147019675167,0.0021742894433008416,1
2021-02-26 14:00:00,1.21148,1.212094752691104,1.2149773870241942,31.663717739444408,0.002153983054493651,1
2021-02-26 15:00:00,1.21235,1.212179835571118,1.2147140833515946,35.98455859718332,0.002138698550601251,1
2021-02-26 16:00:00,1.21248,1.21227989072861,1.2144913033804645,36.62934210698522,0.002141648654129738,1
2021-02-26 17:00:00,1.21388,1.2128132617219982,1.2144306168936123,43.2576935781169,0.0022186737502633285,0
2021-02-26 18:00:00,1.20917,1.2115988392714572,1.2139104740077629,31.36976607090915,0.0024159113395302483,0
2021-02-26 19:00:00,1.20801,1.2104025582819653,1.2133291793697738,29.23858246311653,0.002389060529563805,1
2021-02-26 20:00:00,1.20833,1.2097117050468589,1.212838286609454,30.638507210275236,0.0023234133488806816,0
2021-02-26 21:00:00,1.20778,1.209067803069768,1.2123430540246882,29.556191330966556,0.0022531695382463557,0
2021-02-26 22:00:00,1.20656,1.2082318684580287,1.2117783690145443,27.25616404717013,0.0021943717140859046,1
2021-02-26 23:00:00,1.20736,1.2079412455795486,1.2113479741880189,31.04549058356197,0.00212477373450834,1
2021-03-01 00:00:00,1.20748,1.2077874970321756,1.2109720101941968,31.620884484098298,0.002029432753472035,1
2021-03-01 01:00:00,1.20904,1.2082049980592082,1.210784587904969,38.77357623907066,0.002033044699652594,1
2021-03-01 02:00:00,1.20917,1.2085266653921996,1.2106282352986657,39.34299325784015,0.001995684363963132,0
2021-03-01 03:00:00,1.20842,1.2084911102600375,1.2104147368450777,37.19385040128584,0.0019438497665371856,0
2021-03-01 04:00:00,1.20837,1.2084507401722766,1.2102173310861961,37.048551428983735,0.0018714319260702348,0
2021-03-01 05:00:00,1.2082,1.208367160113358,1.2100228250525311,36.526085310389306,0.001785615359922357,0
2021-03-01 06:00:00,1.20774,1.2081581067397489,1.209802980040312,35.084323235644206,0.001722357119927896,1
2021-03-01 07:00:00,1.20848,1.208265404494018,1.2096757075207967,39.239328733655526,0.001653617325647323,1
2021-03-01 08:00:00,1.20904,1.2085236029973787,1.2096146104278702,42.25165854672524,0.00161407323095822,0
2021-03-01 09:00:00,1.20762,1.2082224019971897,1.209423077564875,37.21356492670502,0.0016266394287469156,0
2021-03-01 10:00:00,1.2055,1.2073149346626584,1.2090466595415357,31.226916274073517,0.0017168794695506958,0
2021-03-01 11:00:00,1.20386,1.2061632897732995,1.2085493551087996,27.53643595083959,0.0017885309360113643,1
2021-03-01 12:00:00,1.2044,1.2055755265149184,1.2081517647195181,30.45103656477181,0.001784350154867696,0
2021-03-01 13:00:00,1.20437,1.2051736843429988,1.2077896074386554,30.37793447694486,0.0017847537152342863,1
2021-03-01 14:00:00,1.20447,1.2049391228952233,1.2074718753595701,30.972789932755802,0.0017058427355746955,1
2021-03-01 15:00:00,1.2053,1.2050594152635195,1.2072640958541436,35.87041725944236,0.001684711111605068,0
2021-03-01 16:00:00,1.20407,1.2047296101756118,1.2069586536934032,32.22181051356445,0.0017550888893475595,1
2021-03-01 17:00:00,1.20494,1.204799740117084,1.2067656907371094,37.09563864337167,0.0018140111115370215,1
2021-03-01 18:00:00,1.20534,1.2049798267447394,1.2066294569968319,39.2583196717136,0.0017644388892843778,0
2021-03-01 19:00:00,1.20408,1.2046798844964746,1.2063859178007974,35.15788673900204,0.0017869789686212139,1
2021-03-01 20:00:00,1.20444,1.2045999229976465,1.2062000857197883,37.17687674161916,0.0017629090422911237,1
2021-03-01 21:00:00,1.20462,1.2046066153317645,1.2060492292976457,38.21280616206277,0.0017027012535560456,0
2021-03-01 22:00:00,1.20446,1.2045577435545087,1.2058975356252943,37.61899279686153,0.0016282225925877641,1
2021-03-01 23:00:00,1.20484,1.2046518290363404,1.2057966141906973,40.00358772024868,0.001559063835974344,1
2021-03-02 00:00:00,1.20499,1.2047645526908946,1.2057196532088796,40.96294258266688,0.0014941307048333065,0
2021-03-02 01:00:00,1.20485,1.204793035127263,1.2056366919832346,40.31499177464683,0.0014259785116309265,0
2021-03-02 02:00:00,1.20387,1.2044853567515077,1.2054681836324306,36.01986759560867,0.00140483718937158,0
2021-03-02 03:00:00,1.20313,1.2040335711676706,1.2052451978004612,33.14804629064375,0.0014016345329878976,0
2021-03-02 04:00:00,1.20213,1.2033990474451126,1.204948148693233,29.701766422629035,0.0014486606377744887,1
2021-03-02 05:00:00,1.20267,1.203156031630075,1.204730941600209,33.70970451291937,0.001414470592219178,0
2021-03-02 06:00:00,1.20209,1.202800687753383,1.2044791710788518,31.624182326314155,0.001376294121346379,1
2021-03-02 07:00:00,1.20217,1.2025904585022553,1.2042590504689397,32.24682118533255,0.001331558826964497,1
2021-03-02 08:00:00,1.20226,1.20248030566817,1.2040685084216565,32.98614634785038,0.0012850189107527481,0
2021-03-02 09:00:00,1.20073,1.2018968704454465,1.2037503191062096,27.493628506737295,0.0013375175599846885,0
2021-03-02 10:00:00,1.20024,1.2013445802969642,1.203415778378307,26.000455325758622,0.0013648377342714926,1
2021-03-02 11:00:00,1.20062,1.2011030535313096,1.2031493519196161,29.211264358983286,0.0014316350389663997,1
2021-03-02 12:00:00,1.20237,1.201525369020873,1.2030750871088653,41.74683456900953,0.0014800896790402322,1
2021-03-02 13:00:00,1.20313,1.2020602460139154,1.203080319510027,46.20240228246484,0.0014922261305373534,1
2021-03-02 14:00:00,1.20338,1.202500164009277,1.2031088733562043,47.62161254309103,0.0014813528354989636,0
2021-03-02 15:00:00,1.2029,1.2026334426728513,1.2030889725544673,45.15836541635669,0.001478399061534744,1
2021-03-02 16:00:00,1.20426,1.2031756284485677,1.2032005400689685,52.63407267244985,0.001503513414282262,1
2021-03-02 17:00:00,1.20625,1.2042004189657118,1.2034910616348964,61.009382157920385,0.0016018338846906716,1
2021-03-02 18:00:00,1.20785,1.2054169459771413,1.2039063238211443,66.18638096314578,0.0016409886072127574,1
2021-03-02 19:00:00,1.20796,1.2062646306514277,1.2042924935586534,66.51554964473388,0.0015794894209832748,1
2021-03-02 20:00:00,1.20856,1.2070297537676187,1.2046990230755508,68.32673514879852,0.0015380973194844775,0
2021-03-02 21:00:00,1.20839,1.2074831691784125,1.205050623198445,67.21734710372363,0.0014675189395212881,1
2021-03-02 22:00:00,1.20893,1.2079654461189417,1.2054201623137517,68.94235412737365,0.0014384104438412005,1
2021-03-02 23:00:00,1.20905,1.2083269640792946,1.2057659243425494,69.32859006661988,0.0013720954121382582,0
2021-03-03 00:00:00,1.20836,1.2083379760528632,1.2060130200319092,64.37146294645126,0.0013398028826998136,1
2021-03-03 01:00:00,1.2085,1.2083919840352422,1.2062499107129403,64.91954618320074,0.0012805312482212403,1
